#
# Mean: -1.44961301e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.44961301e-02       3.263307e-07
      2              500       -1.44961301e-02       4.093686e-07
      5              200       -1.44961301e-02       5.489285e-07
     10              100       -1.44961301e-02       6.488584e-07
     20               50       -1.44961301e-02       6.864330e-07
     50               20       -1.44961301e-02       9.045249e-07
    100               10       -1.44961301e-02       9.763275e-07
    200                5       -1.44961301e-02       6.528247e-07
    300                3       -1.44963197e-02       1.249085e-06
    400                2       -1.44957950e-02       6.739649e-07
# Stocahstic error estimate: 9.763275e-07
#
