#
# Mean: -7.72694865e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.72694865e-03       4.429620e-08
      2              500       -7.72694865e-03       5.700063e-08
      5              200       -7.72694865e-03       7.879988e-08
     10              100       -7.72694865e-03       9.406097e-08
     20               50       -7.72694865e-03       1.088910e-07
     50               20       -7.72694865e-03       1.156760e-07
    100               10       -7.72694865e-03       1.280438e-07
    200                5       -7.72694865e-03       1.760361e-07
    300                3       -7.72691337e-03       2.351012e-07
    400                2       -7.72686601e-03       5.737197e-08
# Stocahstic error estimate: 2.351012e-07
#
