#
# Mean: -7.72401116e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.72401116e-03       5.832209e-08
      2              500       -7.72401116e-03       7.313140e-08
      5              200       -7.72401116e-03       9.406924e-08
     10              100       -7.72401116e-03       1.159558e-07
     20               50       -7.72401116e-03       1.352593e-07
     50               20       -7.72401116e-03       1.618789e-07
    100               10       -7.72401116e-03       2.041018e-07
    200                5       -7.72401116e-03       2.238040e-07
    300                3       -7.72402753e-03       1.740584e-07
    400                2       -7.72394453e-03       9.118311e-09
# Stocahstic error estimate: 2.238040e-07
#
