#
# Mean: -1.96590129e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.96590129e-02       9.814993e-08
      2              500       -1.96590129e-02       1.327289e-07
      5              200       -1.96590129e-02       1.959606e-07
     10              100       -1.96590129e-02       2.396891e-07
     20               50       -1.96590129e-02       2.897849e-07
     50               20       -1.96590129e-02       3.157767e-07
    100               10       -1.96590129e-02       4.107853e-07
    200                5       -1.96590129e-02       3.945212e-07
    300                3       -1.96592152e-02       3.843922e-07
    400                2       -1.96592444e-02       6.094644e-07
# Stocahstic error estimate: 4.107853e-07
#
