#
# Mean: -7.98284865e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98284865e-02       2.020726e-06
      2              500       -7.98284865e-02       2.423789e-06
      5              200       -7.98284865e-02       2.965765e-06
     10              100       -7.98284865e-02       3.448167e-06
     20               50       -7.98284865e-02       3.944031e-06
     50               20       -7.98284865e-02       4.593907e-06
    100               10       -7.98284865e-02       5.209623e-06
    200                5       -7.98284865e-02       4.876066e-06
    300                3       -7.98252219e-02       9.957902e-07
    400                2       -7.98260673e-02       7.671821e-06
# Stocahstic error estimate: 5.209623e-06
#
