#
# Mean: -2.66957964e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.66957964e-01       1.168472e-05
      2              500       -2.66957964e-01       1.392651e-05
      5              200       -2.66957964e-01       1.662410e-05
     10              100       -2.66957964e-01       1.918565e-05
     20               50       -2.66957964e-01       1.751151e-05
     50               20       -2.66957964e-01       1.602024e-05
    100               10       -2.66957964e-01       1.775417e-05
    200                5       -2.66957964e-01       1.428581e-05
    300                3       -2.66953237e-01       5.877059e-06
    400                2       -2.66961824e-01       2.137292e-05
# Stocahstic error estimate: 1.918565e-05
#
