#
# Mean: -3.18854576e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18854576e-02       1.010578e-07
      2              500       -3.18854576e-02       1.368411e-07
      5              200       -3.18854576e-02       2.004389e-07
     10              100       -3.18854576e-02       2.603709e-07
     20               50       -3.18854576e-02       3.194731e-07
     50               20       -3.18854576e-02       3.915797e-07
    100               10       -3.18854576e-02       4.033317e-07
    200                5       -3.18854576e-02       5.577482e-07
    300                3       -3.18856917e-02       7.378116e-07
    400                2       -3.18857568e-02       5.680591e-07
# Stocahstic error estimate: 4.033317e-07
#
