#
# Mean: -7.70455503e-02
# Block size    # of blocks         Mean                Error
      1            10000       -7.70455503e-02       4.854962e-06
      2             5000       -7.70455503e-02       5.877415e-06
      5             2000       -7.70455503e-02       7.148832e-06
     10             1000       -7.70455503e-02       7.804186e-06
     20              500       -7.70455503e-02       8.194839e-06
     50              200       -7.70455503e-02       8.395050e-06
    100              100       -7.70455503e-02       9.000503e-06
    200               50       -7.70455503e-02       8.902517e-06
    300               33       -7.70466801e-02       9.589233e-06
    400               25       -7.70455503e-02       9.071373e-06
    500               20       -7.70455503e-02       8.450168e-06
   1000               10       -7.70455503e-02       1.022225e-05
# Stocahstic error estimate: 8.395050e-06
#
