#
# Mean: -5.01684656e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.01684656e-02       3.667016e-06
      2              500       -5.01684656e-02       4.752260e-06
      5              200       -5.01684656e-02       6.477653e-06
     10              100       -5.01684656e-02       7.560583e-06
     20               50       -5.01684656e-02       8.313161e-06
     50               20       -5.01684656e-02       8.772072e-06
    100               10       -5.01684656e-02       1.008686e-05
    200                5       -5.01684656e-02       1.086828e-05
    300                3       -5.01736034e-02       1.104387e-05
    400                2       -5.01771404e-02       1.221897e-05
# Stocahstic error estimate: 1.104387e-05
#
