#
# Mean: 5.69046015e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69046015e-01       1.903037e-05
      2              500       5.69046015e-01       2.305860e-05
      5              200       5.69046015e-01       2.668088e-05
     10              100       5.69046015e-01       2.731814e-05
     20               50       5.69046015e-01       2.808434e-05
     50               20       5.69046015e-01       2.823453e-05
    100               10       5.69046015e-01       3.405675e-05
    200                5       5.69046015e-01       3.188383e-05
    300                3       5.69060123e-01       9.205847e-06
    400                2       5.69065640e-01       9.795138e-06
# Stocahstic error estimate: 2.731814e-05
#
