#
# Mean: -7.69607999e-02
# Block size    # of blocks         Mean                Error
      1            10000       -7.69607999e-02       5.243038e-06
      2             5000       -7.69607999e-02       6.351070e-06
      5             2000       -7.69607999e-02       7.833324e-06
     10             1000       -7.69607999e-02       8.807287e-06
     20              500       -7.69607999e-02       9.497067e-06
     50              200       -7.69607999e-02       9.709364e-06
    100              100       -7.69607999e-02       1.054223e-05
    200               50       -7.69607999e-02       1.240491e-05
    300               33       -7.69618768e-02       1.245760e-05
    400               25       -7.69607999e-02       1.127798e-05
    500               20       -7.69607999e-02       1.278098e-05
   1000               10       -7.69607999e-02       1.255424e-05
# Stocahstic error estimate: 9.709364e-06
#
