#
# Mean: -7.26272520e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.26272520e-03       1.308530e-07
      2              500       -7.26272520e-03       1.736508e-07
      5              200       -7.26272520e-03       2.428945e-07
     10              100       -7.26272520e-03       3.029452e-07
     20               50       -7.26272520e-03       3.427092e-07
     50               20       -7.26272520e-03       4.060046e-07
    100               10       -7.26272520e-03       4.039382e-07
    200                5       -7.26272520e-03       3.979944e-07
    300                3       -7.26292003e-03       3.205847e-07
    400                2       -7.26294871e-03       3.300091e-07
# Stocahstic error estimate: 4.060046e-07
#
