#
# Mean: -4.62269022e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62269022e-02       2.709266e-07
      2              500       -4.62269022e-02       3.662822e-07
      5              200       -4.62269022e-02       5.369618e-07
     10              100       -4.62269022e-02       6.781840e-07
     20               50       -4.62269022e-02       8.253115e-07
     50               20       -4.62269022e-02       1.058818e-06
    100               10       -4.62269022e-02       1.030413e-06
    200                5       -4.62269022e-02       7.872894e-07
    300                3       -4.62274567e-02       9.367342e-07
    400                2       -4.62275424e-02       1.043606e-07
# Stocahstic error estimate: 1.058818e-06
#
