#
# Mean: -1.97675626e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97675626e-02       6.534597e-08
      2              500       -1.97675626e-02       8.735558e-08
      5              200       -1.97675626e-02       1.217787e-07
     10              100       -1.97675626e-02       1.474972e-07
     20               50       -1.97675626e-02       1.684049e-07
     50               20       -1.97675626e-02       2.212662e-07
    100               10       -1.97675626e-02       1.499280e-07
    200                5       -1.97675626e-02       6.432686e-08
    300                3       -1.97675999e-02       1.179267e-07
    400                2       -1.97675784e-02       4.505301e-08
# Stocahstic error estimate: 2.212662e-07
#
