#
# Mean: -4.60351204e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.60351204e-02       2.271146e-07
      2              500       -4.60351204e-02       3.026175e-07
      5              200       -4.60351204e-02       4.313911e-07
     10              100       -4.60351204e-02       5.454223e-07
     20               50       -4.60351204e-02       6.318221e-07
     50               20       -4.60351204e-02       6.654425e-07
    100               10       -4.60351204e-02       8.045353e-07
    200                5       -4.60351204e-02       7.536637e-07
    300                3       -4.60350541e-02       1.039842e-06
    400                2       -4.60351240e-02       6.442798e-07
# Stocahstic error estimate: 8.045353e-07
#
