#
# Mean: -1.47894792e-01
# Block size    # of blocks         Mean                Error
      1             1000       -1.47894792e-01       1.679875e-05
      2              500       -1.47894792e-01       1.949114e-05
      5              200       -1.47894792e-01       2.375483e-05
     10              100       -1.47894792e-01       2.598861e-05
     20               50       -1.47894792e-01       2.618103e-05
     50               20       -1.47894792e-01       1.963744e-05
    100               10       -1.47894792e-01       2.065636e-05
    200                5       -1.47894792e-01       2.601490e-05
    300                3       -1.47887777e-01       3.322814e-05
    400                2       -1.47879173e-01       5.152665e-05
# Stocahstic error estimate: 2.618103e-05
#
