#
# Mean: -1.97271023e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97271023e-02       7.372312e-08
      2              500       -1.97271023e-02       9.891691e-08
      5              200       -1.97271023e-02       1.420724e-07
     10              100       -1.97271023e-02       1.792371e-07
     20               50       -1.97271023e-02       2.221554e-07
     50               20       -1.97271023e-02       2.905327e-07
    100               10       -1.97271023e-02       3.612088e-07
    200                5       -1.97271023e-02       4.636064e-07
    300                3       -1.97273745e-02       3.570991e-07
    400                2       -1.97274259e-02       4.753751e-07
# Stocahstic error estimate: 4.636064e-07
#
