#
# Mean: -5.19889801e-03
# Block size    # of blocks         Mean                Error
      1             1000       -5.19889801e-03       1.715854e-08
      2              500       -5.19889801e-03       2.350983e-08
      5              200       -5.19889801e-03       3.549450e-08
     10              100       -5.19889801e-03       4.819916e-08
     20               50       -5.19889801e-03       6.403319e-08
     50               20       -5.19889801e-03       8.649512e-08
    100               10       -5.19889801e-03       9.697640e-08
    200                5       -5.19889801e-03       1.283839e-07
    300                3       -5.19890926e-03       1.472303e-07
    400                2       -5.19897982e-03       9.493601e-08
# Stocahstic error estimate: 1.472303e-07
#
