#
# Mean: -3.19021775e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.19021775e-02       9.061169e-08
      2              500       -3.19021775e-02       1.189703e-07
      5              200       -3.19021775e-02       1.637216e-07
     10              100       -3.19021775e-02       1.962511e-07
     20               50       -3.19021775e-02       2.301647e-07
     50               20       -3.19021775e-02       2.745817e-07
    100               10       -3.19021775e-02       3.366340e-07
    200                5       -3.19021775e-02       3.745671e-07
    300                3       -3.19020609e-02       5.318704e-07
    400                2       -3.19021715e-02       2.659203e-08
# Stocahstic error estimate: 5.318704e-07
#
