#
# Mean: -3.77823173e-03
# Block size    # of blocks         Mean                Error
      1             1000       -3.77823173e-03       5.204412e-08
      2              500       -3.77823173e-03       6.975252e-08
      5              200       -3.77823173e-03       9.955367e-08
     10              100       -3.77823173e-03       1.228714e-07
     20               50       -3.77823173e-03       1.391083e-07
     50               20       -3.77823173e-03       1.680624e-07
    100               10       -3.77823173e-03       1.633953e-07
    200                5       -3.77823173e-03       1.620275e-07
    300                3       -3.77825241e-03       9.562830e-08
    400                2       -3.77821749e-03       2.432210e-07
# Stocahstic error estimate: 1.680624e-07
#
