#
# Mean: -1.98233431e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98233431e-02       2.188998e-08
      2              500       -1.98233431e-02       2.891637e-08
      5              200       -1.98233431e-02       4.097332e-08
     10              100       -1.98233431e-02       5.043745e-08
     20               50       -1.98233431e-02       6.443224e-08
     50               20       -1.98233431e-02       8.026775e-08
    100               10       -1.98233431e-02       9.795176e-08
    200                5       -1.98233431e-02       1.118569e-07
    300                3       -1.98233704e-02       9.053318e-08
    400                2       -1.98234381e-02       6.447406e-08
# Stocahstic error estimate: 1.118569e-07
#
