#
# Mean: 5.69116070e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69116070e-01       2.581940e-05
      2              500       5.69116070e-01       2.851476e-05
      5              200       5.69116070e-01       3.358401e-05
     10              100       5.69116070e-01       3.823856e-05
     20               50       5.69116070e-01       4.297838e-05
     50               20       5.69116070e-01       3.432486e-05
    100               10       5.69116070e-01       1.449686e-05
    200                5       5.69116070e-01       1.297543e-05
    300                3       5.69115018e-01       1.151593e-05
    400                2       5.69118278e-01       4.292387e-06
# Stocahstic error estimate: 4.297838e-05
#
