#
# Mean: -3.18827807e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18827807e-02       1.333000e-07
      2              500       -3.18827807e-02       1.786786e-07
      5              200       -3.18827807e-02       2.540987e-07
     10              100       -3.18827807e-02       3.232688e-07
     20               50       -3.18827807e-02       3.733551e-07
     50               20       -3.18827807e-02       4.536532e-07
    100               10       -3.18827807e-02       5.573315e-07
    200                5       -3.18827807e-02       5.771748e-07
    300                3       -3.18829649e-02       8.828734e-07
    400                2       -3.18829155e-02       1.448618e-06
# Stocahstic error estimate: 5.771748e-07
#
