#
# Mean: -5.45969980e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.45969980e-02       2.084903e-06
      2              500       -5.45969980e-02       2.579499e-06
      5              200       -5.45969980e-02       3.240527e-06
     10              100       -5.45969980e-02       3.920840e-06
     20               50       -5.45969980e-02       4.255902e-06
     50               20       -5.45969980e-02       4.884027e-06
    100               10       -5.45969980e-02       4.959299e-06
    200                5       -5.45969980e-02       4.222521e-06
    300                3       -5.45940320e-02       2.890380e-06
    400                2       -5.45945153e-02       3.253070e-07
# Stocahstic error estimate: 4.959299e-06
#
