#
# Mean: -7.50917424e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50917424e-03       2.684004e-07
      2              500       -7.50917424e-03       3.462263e-07
      5              200       -7.50917424e-03       4.610282e-07
     10              100       -7.50917424e-03       5.520479e-07
     20               50       -7.50917424e-03       6.391985e-07
     50               20       -7.50917424e-03       8.311439e-07
    100               10       -7.50917424e-03       8.565619e-07
    200                5       -7.50917424e-03       1.319676e-06
    300                3       -7.50955291e-03       3.352913e-07
    400                2       -7.50997211e-03       1.853832e-06
# Stocahstic error estimate: 8.565619e-07
#
