#
# Mean: -7.50986082e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50986082e-03       2.569213e-07
      2              500       -7.50986082e-03       3.293466e-07
      5              200       -7.50986082e-03       4.371847e-07
     10              100       -7.50986082e-03       5.223793e-07
     20               50       -7.50986082e-03       5.583473e-07
     50               20       -7.50986082e-03       6.290200e-07
    100               10       -7.50986082e-03       6.720612e-07
    200                5       -7.50986082e-03       9.435771e-07
    300                3       -7.51016378e-03       7.151975e-07
    400                2       -7.51051669e-03       5.255950e-07
# Stocahstic error estimate: 9.435771e-07
#
