#
# Mean: -7.49873667e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.49873667e-03       2.646367e-07
      2              500       -7.49873667e-03       3.379578e-07
      5              200       -7.49873667e-03       4.433814e-07
     10              100       -7.49873667e-03       5.452332e-07
     20               50       -7.49873667e-03       6.452525e-07
     50               20       -7.49873667e-03       7.466327e-07
    100               10       -7.49873667e-03       8.975623e-07
    200                5       -7.49873667e-03       1.072498e-06
    300                3       -7.49912816e-03       8.421476e-07
    400                2       -7.49937736e-03       1.142235e-06
# Stocahstic error estimate: 1.072498e-06
#
