#
# Mean: -7.50355555e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50355555e-03       2.796980e-07
      2              500       -7.50355555e-03       3.591761e-07
      5              200       -7.50355555e-03       4.933799e-07
     10              100       -7.50355555e-03       6.027217e-07
     20               50       -7.50355555e-03       7.185780e-07
     50               20       -7.50355555e-03       8.381228e-07
    100               10       -7.50355555e-03       1.049693e-06
    200                5       -7.50355555e-03       1.449083e-06
    300                3       -7.50388682e-03       6.282936e-07
    400                2       -7.50470636e-03       1.855283e-06
# Stocahstic error estimate: 1.449083e-06
#
