#
# Mean: -7.49917579e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.49917579e-03       2.607120e-07
      2              500       -7.49917579e-03       3.321442e-07
      5              200       -7.49917579e-03       4.416411e-07
     10              100       -7.49917579e-03       5.115352e-07
     20               50       -7.49917579e-03       5.525189e-07
     50               20       -7.49917579e-03       5.491195e-07
    100               10       -7.49917579e-03       6.420480e-07
    200                5       -7.49917579e-03       8.490057e-07
    300                3       -7.49935515e-03       5.512140e-07
    400                2       -7.49973878e-03       6.490726e-07
# Stocahstic error estimate: 5.525189e-07
#
