#
# Mean: -7.48997089e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.48997089e-03       2.559476e-07
      2              500       -7.48997089e-03       3.250124e-07
      5              200       -7.48997089e-03       4.445950e-07
     10              100       -7.48997089e-03       5.430692e-07
     20               50       -7.48997089e-03       6.070034e-07
     50               20       -7.48997089e-03       6.758586e-07
    100               10       -7.48997089e-03       7.809044e-07
    200                5       -7.48997089e-03       1.203378e-06
    300                3       -7.49023252e-03       1.264893e-06
    400                2       -7.49042951e-03       3.056171e-06
