#
# Mean: -7.49876291e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.49876291e-03       2.685730e-07
      2              500       -7.49876291e-03       3.378675e-07
      5              200       -7.49876291e-03       4.417898e-07
     10              100       -7.49876291e-03       5.074472e-07
     20               50       -7.49876291e-03       5.377723e-07
     50               20       -7.49876291e-03       5.790457e-07
    100               10       -7.49876291e-03       5.390985e-07
    200                5       -7.49876291e-03       6.222936e-07
    300                3       -7.49881082e-03       9.688608e-07
    400                2       -7.49910197e-03       1.199646e-06
# Stocahstic error estimate: 5.790457e-07
#
