#
# Mean: -7.51237684e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.51237684e-03       2.510078e-07
      2              500       -7.51237684e-03       3.184558e-07
      5              200       -7.51237684e-03       4.203252e-07
     10              100       -7.51237684e-03       4.894029e-07
     20               50       -7.51237684e-03       5.600174e-07
     50               20       -7.51237684e-03       5.482801e-07
    100               10       -7.51237684e-03       4.299459e-07
    200                5       -7.51237684e-03       6.525114e-07
    300                3       -7.51257684e-03       8.157013e-07
    400                2       -7.51279773e-03       7.304108e-07
# Stocahstic error estimate: 5.600174e-07
#
