#
# Mean: -7.21529484e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.21529484e-03       4.691117e-07
      2              500       -7.21529484e-03       6.014462e-07
      5              200       -7.21529484e-03       8.100148e-07
     10              100       -7.21529484e-03       9.566302e-07
     20               50       -7.21529484e-03       1.087955e-06
     50               20       -7.21529484e-03       1.328893e-06
    100               10       -7.21529484e-03       1.321681e-06
    200                5       -7.21529484e-03       1.547830e-06
    300                3       -7.21571294e-03       9.570778e-07
    400                2       -7.21614853e-03       1.194644e-06
# Stocahstic error estimate: 1.328893e-06
#
