#
# Mean: -7.49241584e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.49241584e-03       2.583923e-07
      2              500       -7.49241584e-03       3.278778e-07
      5              200       -7.49241584e-03       4.206944e-07
     10              100       -7.49241584e-03       4.727537e-07
     20               50       -7.49241584e-03       5.011681e-07
     50               20       -7.49241584e-03       4.981069e-07
    100               10       -7.49241584e-03       3.834182e-07
    200                5       -7.49241584e-03       2.887530e-07
    300                3       -7.49241299e-03       3.787653e-07
    400                2       -7.49255142e-03       4.493255e-07
# Stocahstic error estimate: 5.011681e-07
#
