#
# Mean: -7.50583723e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50583723e-03       2.448643e-07
      2              500       -7.50583723e-03       3.081682e-07
      5              200       -7.50583723e-03       4.090882e-07
     10              100       -7.50583723e-03       5.041077e-07
     20               50       -7.50583723e-03       5.514674e-07
     50               20       -7.50583723e-03       5.863508e-07
    100               10       -7.50583723e-03       7.769359e-07
    200                5       -7.50583723e-03       1.114017e-06
    300                3       -7.50605626e-03       1.013373e-06
    400                2       -7.50622834e-03       3.556615e-07
# Stocahstic error estimate: 1.114017e-06
#
