#
# Mean: -7.50770000e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50770000e-03       2.598113e-07
      2              500       -7.50770000e-03       3.350909e-07
      5              200       -7.50770000e-03       4.474257e-07
     10              100       -7.50770000e-03       5.493400e-07
     20               50       -7.50770000e-03       5.628460e-07
     50               20       -7.50770000e-03       6.935061e-07
    100               10       -7.50770000e-03       7.973296e-07
    200                5       -7.50770000e-03       9.327390e-07
    300                3       -7.50777989e-03       1.462040e-06
    400                2       -7.50841468e-03       8.449187e-07
# Stocahstic error estimate: 5.628460e-07
#
