#
# Mean: -7.41065809e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.41065809e-03       3.062166e-07
      2              500       -7.41065809e-03       3.937618e-07
      5              200       -7.41065809e-03       5.339072e-07
     10              100       -7.41065809e-03       6.572325e-07
     20               50       -7.41065809e-03       7.346430e-07
     50               20       -7.41065809e-03       9.495153e-07
    100               10       -7.41065809e-03       7.671079e-07
    200                5       -7.41065809e-03       9.436294e-07
    300                3       -7.41078031e-03       1.086888e-06
    400                2       -7.41134778e-03       5.077189e-09
# Stocahstic error estimate: 9.495153e-07
#
