#
# Mean: -7.50156122e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50156122e-03       2.646200e-07
      2              500       -7.50156122e-03       3.399988e-07
      5              200       -7.50156122e-03       4.651234e-07
     10              100       -7.50156122e-03       5.652443e-07
     20               50       -7.50156122e-03       6.570059e-07
     50               20       -7.50156122e-03       8.449451e-07
    100               10       -7.50156122e-03       1.123013e-06
    200                5       -7.50156122e-03       1.461635e-06
    300                3       -7.50196311e-03       1.974363e-06
    400                2       -7.50194097e-03       1.998175e-06
# Stocahstic error estimate: 1.998175e-06
#
