#
# Mean: -7.50645645e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50645645e-03       2.565589e-07
      2              500       -7.50645645e-03       3.284169e-07
      5              200       -7.50645645e-03       4.438902e-07
     10              100       -7.50645645e-03       5.146086e-07
     20               50       -7.50645645e-03       5.846445e-07
     50               20       -7.50645645e-03       6.910963e-07
    100               10       -7.50645645e-03       7.714539e-07
    200                5       -7.50645645e-03       1.091753e-06
    300                3       -7.50671562e-03       7.495557e-07
    400                2       -7.50742572e-03       2.850776e-08
# Stocahstic error estimate: 1.091753e-06
#
