#
# Mean: -7.49970268e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.49970268e-03       2.414533e-07
      2              500       -7.49970268e-03       3.044559e-07
      5              200       -7.49970268e-03       3.864635e-07
     10              100       -7.49970268e-03       4.418261e-07
     20               50       -7.49970268e-03       4.890537e-07
     50               20       -7.49970268e-03       5.903916e-07
    100               10       -7.49970268e-03       5.323392e-07
    200                5       -7.49970268e-03       4.751197e-07
    300                3       -7.49963938e-03       4.510424e-07
    400                2       -7.49983836e-03       5.199605e-07
# Stocahstic error estimate: 5.903916e-07
#
