#
# Mean: -3.17814915e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.17814915e-02       1.239955e-06
      2              500       -3.17814915e-02       1.546821e-06
      5              200       -3.17814915e-02       1.975118e-06
     10              100       -3.17814915e-02       2.157588e-06
     20               50       -3.17814915e-02       2.253918e-06
     50               20       -3.17814915e-02       2.523899e-06
    100               10       -3.17814915e-02       2.131998e-06
    200                5       -3.17814915e-02       1.347599e-06
    300                3       -3.17817949e-02       2.091162e-06
    400                2       -3.17817567e-02       1.576736e-07
# Stocahstic error estimate: 2.253918e-06
#
