#
# Mean: -3.24216763e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.24216763e-02       3.486388e-07
      2              500       -3.24216763e-02       4.460614e-07
      5              200       -3.24216763e-02       5.663425e-07
     10              100       -3.24216763e-02       6.347371e-07
     20               50       -3.24216763e-02       7.187387e-07
     50               20       -3.24216763e-02       8.373428e-07
    100               10       -3.24216763e-02       8.005943e-07
    200                5       -3.24216763e-02       1.095560e-06
    300                3       -3.24219408e-02       1.026079e-06
    400                2       -3.24220474e-02       1.803170e-06
# Stocahstic error estimate: 8.373428e-07
#
