#
# Mean: -6.08278587e-03
# Block size    # of blocks         Mean                Error
      1             1000       -6.08278587e-03       1.885223e-05
      2              500       -6.08278587e-03       2.322624e-05
      5              200       -6.08278587e-03       2.978196e-05
     10              100       -6.08278587e-03       3.552602e-05
     20               50       -6.08278587e-03       3.801174e-05
     50               20       -6.08278587e-03       3.461644e-05
    100               10       -6.08278587e-03       3.543672e-05
    200                5       -6.08278587e-03       3.122956e-05
    300                3       -6.07793716e-03       5.623990e-05
    400                2       -6.05887720e-03       3.281765e-05
# Stocahstic error estimate: 3.801174e-05
#
