#
# Mean: -2.42453362e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42453362e-02       1.563542e-07
      2              500       -2.42453362e-02       2.144719e-07
      5              200       -2.42453362e-02       3.208923e-07
     10              100       -2.42453362e-02       4.239795e-07
     20               50       -2.42453362e-02       5.396351e-07
     50               20       -2.42453362e-02       6.893168e-07
    100               10       -2.42453362e-02       7.642161e-07
    200                5       -2.42453362e-02       5.025080e-07
    300                3       -2.42454770e-02       5.316479e-07
    400                2       -2.42452598e-02       2.002388e-07
# Stocahstic error estimate: 7.642161e-07
#
