#
# Mean: -4.59805631e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59805631e-02       3.792258e-07
      2              500       -4.59805631e-02       5.080956e-07
      5              200       -4.59805631e-02       7.080326e-07
     10              100       -4.59805631e-02       8.701163e-07
     20               50       -4.59805631e-02       1.064740e-06
     50               20       -4.59805631e-02       1.170529e-06
    100               10       -4.59805631e-02       1.522128e-06
    200                5       -4.59805631e-02       1.435256e-06
    300                3       -4.59798143e-02       1.477616e-06
    400                2       -4.59801053e-02       2.544614e-06
# Stocahstic error estimate: 1.522128e-06
#
