#
# Mean: -4.61912292e-03
# Block size    # of blocks         Mean                Error
      1            10000       -4.61912292e-03       1.621874e-05
      2             5000       -4.61912292e-03       1.942256e-05
      5             2000       -4.61912292e-03       2.368055e-05
     10             1000       -4.61912292e-03       2.539255e-05
     20              500       -4.61912292e-03       2.631408e-05
     50              200       -4.61912292e-03       2.618514e-05
    100              100       -4.61912292e-03       2.726905e-05
    200               50       -4.61912292e-03       2.503721e-05
    300               33       -4.61007758e-03       2.701392e-05
    400               25       -4.61912292e-03       2.842756e-05
    500               20       -4.61912292e-03       3.096199e-05
   1000               10       -4.61912292e-03       3.727515e-05
# Stocahstic error estimate: 2.631408e-05
#
