#
# Mean: -1.97178776e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97178776e-02       8.875399e-08
      2              500       -1.97178776e-02       1.200346e-07
      5              200       -1.97178776e-02       1.747045e-07
     10              100       -1.97178776e-02       2.237117e-07
     20               50       -1.97178776e-02       2.727793e-07
     50               20       -1.97178776e-02       2.666693e-07
    100               10       -1.97178776e-02       1.967375e-07
    200                5       -1.97178776e-02       2.079760e-07
    300                3       -1.97179560e-02       2.029576e-07
    400                2       -1.97178934e-02       4.888741e-07
# Stocahstic error estimate: 2.727793e-07
#
