#
# Mean: -1.35804115e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.35804115e-02       3.604841e-07
      2              500       -1.35804115e-02       4.701673e-07
      5              200       -1.35804115e-02       6.739456e-07
     10              100       -1.35804115e-02       8.232068e-07
     20               50       -1.35804115e-02       9.624982e-07
     50               20       -1.35804115e-02       1.068483e-06
    100               10       -1.35804115e-02       1.236281e-06
    200                5       -1.35804115e-02       1.038135e-06
    300                3       -1.35804189e-02       1.363048e-06
    400                2       -1.35808780e-02       1.183816e-06
# Stocahstic error estimate: 1.236281e-06
#
