#
# Mean: 5.69228253e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69228253e-01       2.656979e-05
      2              500       5.69228253e-01       3.192093e-05
      5              200       5.69228253e-01       3.634897e-05
     10              100       5.69228253e-01       3.984533e-05
     20               50       5.69228253e-01       4.132823e-05
     50               20       5.69228253e-01       4.331691e-05
    100               10       5.69228253e-01       4.681509e-05
    200                5       5.69228253e-01       6.534823e-05
    300                3       5.69228215e-01       5.343724e-05
    400                2       5.69243329e-01       1.780537e-04
# Stocahstic error estimate: 4.132823e-05
#
