#
# Mean: -1.02131857e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.02131857e-02       7.573071e-08
      2              500       -1.02131857e-02       9.723551e-08
      5              200       -1.02131857e-02       1.229096e-07
     10              100       -1.02131857e-02       1.421307e-07
     20               50       -1.02131857e-02       1.682014e-07
     50               20       -1.02131857e-02       2.102720e-07
    100               10       -1.02131857e-02       2.280357e-07
    200                5       -1.02131857e-02       2.188958e-07
    300                3       -1.02132772e-02       3.844076e-07
    400                2       -1.02132659e-02       2.732442e-07
# Stocahstic error estimate: 2.280357e-07
#
