#
# Mean: -8.24474426e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.24474426e-03       7.615503e-06
      2              500       -8.24474426e-03       9.266445e-06
      5              200       -8.24474426e-03       1.200921e-05
     10              100       -8.24474426e-03       1.266111e-05
     20               50       -8.24474426e-03       1.469556e-05
     50               20       -8.24474426e-03       1.402598e-05
    100               10       -8.24474426e-03       1.302249e-05
    200                5       -8.24474426e-03       1.736027e-05
    300                3       -8.25060630e-03       1.577348e-05
    400                2       -8.25970195e-03       6.860990e-06
# Stocahstic error estimate: 1.469556e-05
#
