#
# Mean: -2.45592573e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.45592573e-01       7.888786e-05
      2              500       -2.45592573e-01       9.381987e-05
      5              200       -2.45592573e-01       1.151030e-04
     10              100       -2.45592573e-01       1.250444e-04
     20               50       -2.45592573e-01       1.433552e-04
     50               20       -2.45592573e-01       1.284345e-04
    100               10       -2.45592573e-01       8.525347e-05
    200                5       -2.45592573e-01       6.572322e-05
    300                3       -2.45606547e-01       4.412610e-05
    400                2       -2.45593494e-01       1.118252e-04
# Stocahstic error estimate: 1.433552e-04
#
