#
# Mean: -6.65271478e-03
# Block size    # of blocks         Mean                Error
      1             1000       -6.65271478e-03       1.205180e-07
      2              500       -6.65271478e-03       1.618366e-07
      5              200       -6.65271478e-03       2.362572e-07
     10              100       -6.65271478e-03       3.052377e-07
     20               50       -6.65271478e-03       3.690642e-07
     50               20       -6.65271478e-03       5.468907e-07
    100               10       -6.65271478e-03       5.190339e-07
    200                5       -6.65271478e-03       5.394033e-07
    300                3       -6.65269463e-03       1.055825e-06
    400                2       -6.65260748e-03       1.216467e-07
# Stocahstic error estimate: 5.468907e-07
#
