#
# Mean: -1.95254202e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.95254202e-02       5.658291e-07
      2              500       -1.95254202e-02       7.312055e-07
      5              200       -1.95254202e-02       9.862917e-07
     10              100       -1.95254202e-02       1.197110e-06
     20               50       -1.95254202e-02       1.363407e-06
     50               20       -1.95254202e-02       1.719733e-06
    100               10       -1.95254202e-02       1.835702e-06
    200                5       -1.95254202e-02       2.076312e-06
    300                3       -1.95256996e-02       8.527603e-07
    400                2       -1.95246365e-02       8.704163e-07
# Stocahstic error estimate: 2.076312e-06
#
