#
# Mean: -1.97589051e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97589051e-02       7.261212e-08
      2              500       -1.97589051e-02       9.827139e-08
      5              200       -1.97589051e-02       1.438779e-07
     10              100       -1.97589051e-02       1.859354e-07
     20               50       -1.97589051e-02       2.324578e-07
     50               20       -1.97589051e-02       3.079099e-07
    100               10       -1.97589051e-02       2.633529e-07
    200                5       -1.97589051e-02       3.381107e-07
    300                3       -1.97589048e-02       2.898294e-07
    400                2       -1.97590358e-02       9.172357e-08
# Stocahstic error estimate: 3.079099e-07
#
