#
# Mean: -8.25448246e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.25448246e-03       7.949267e-06
      2              500       -8.25448246e-03       9.954460e-06
      5              200       -8.25448246e-03       1.228222e-05
     10              100       -8.25448246e-03       1.293028e-05
     20               50       -8.25448246e-03       1.240638e-05
     50               20       -8.25448246e-03       1.399860e-05
    100               10       -8.25448246e-03       9.795021e-06
    200                5       -8.25448246e-03       1.397084e-05
    300                3       -8.25913012e-03       1.234318e-05
    400                2       -8.26161120e-03       2.103020e-05
# Stocahstic error estimate: 1.293028e-05
#
