#
# Mean: -3.18810805e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18810805e-02       1.074884e-07
      2              500       -3.18810805e-02       1.456294e-07
      5              200       -3.18810805e-02       2.147939e-07
     10              100       -3.18810805e-02       2.720329e-07
     20               50       -3.18810805e-02       3.278343e-07
     50               20       -3.18810805e-02       3.748935e-07
    100               10       -3.18810805e-02       4.769582e-07
    200                5       -3.18810805e-02       5.950822e-07
    300                3       -3.18809090e-02       6.602975e-07
    400                2       -3.18808754e-02       5.893007e-07
# Stocahstic error estimate: 6.602975e-07
#
