#
# Mean: -5.43474646e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.43474646e-02       1.689999e-06
      2              500       -5.43474646e-02       2.181729e-06
      5              200       -5.43474646e-02       3.020707e-06
     10              100       -5.43474646e-02       3.793589e-06
     20               50       -5.43474646e-02       4.219708e-06
     50               20       -5.43474646e-02       4.310466e-06
    100               10       -5.43474646e-02       3.391871e-06
    200                5       -5.43474646e-02       3.165522e-06
    300                3       -5.43470949e-02       3.745398e-06
    400                2       -5.43485569e-02       3.965950e-06
# Stocahstic error estimate: 4.310466e-06
#
