#
# Mean: -8.47514437e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.47514437e-02       6.206562e-07
      2              500       -8.47514437e-02       8.319635e-07
      5              200       -8.47514437e-02       1.185253e-06
     10              100       -8.47514437e-02       1.522114e-06
     20               50       -8.47514437e-02       1.717873e-06
     50               20       -8.47514437e-02       2.178633e-06
    100               10       -8.47514437e-02       2.638788e-06
    200                5       -8.47514437e-02       3.393020e-06
    300                3       -8.47517259e-02       4.953168e-06
    400                2       -8.47521861e-02       1.852819e-06
# Stocahstic error estimate: 4.953168e-06
#
