#
# Mean: -1.46137850e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.46137850e-02       1.287018e-07
      2              500       -1.46137850e-02       1.615375e-07
      5              200       -1.46137850e-02       2.107877e-07
     10              100       -1.46137850e-02       2.364923e-07
     20               50       -1.46137850e-02       2.680210e-07
     50               20       -1.46137850e-02       3.045257e-07
    100               10       -1.46137850e-02       3.752825e-07
    200                5       -1.46137850e-02       4.379351e-07
    300                3       -1.46137687e-02       2.989663e-07
    400                2       -1.46137664e-02       1.002723e-06
# Stocahstic error estimate: 4.379351e-07
#
