#
# Mean: -3.20621811e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.20621811e-02       8.740945e-07
      2              500       -3.20621811e-02       1.062513e-06
      5              200       -3.20621811e-02       1.317720e-06
     10              100       -3.20621811e-02       1.418514e-06
     20               50       -3.20621811e-02       1.563507e-06
     50               20       -3.20621811e-02       1.627557e-06
    100               10       -3.20621811e-02       1.574685e-06
    200                5       -3.20621811e-02       1.066873e-06
    300                3       -3.20615032e-02       1.515940e-06
    400                2       -3.20612864e-02       3.279551e-07
# Stocahstic error estimate: 1.627557e-06
#
