#
# Mean: -3.18779995e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18779995e-02       1.104105e-07
      2              500       -3.18779995e-02       1.491460e-07
      5              200       -3.18779995e-02       2.190175e-07
     10              100       -3.18779995e-02       2.843500e-07
     20               50       -3.18779995e-02       3.485642e-07
     50               20       -3.18779995e-02       4.171966e-07
    100               10       -3.18779995e-02       4.160261e-07
    200                5       -3.18779995e-02       5.827398e-07
    300                3       -3.18781931e-02       7.614921e-07
    400                2       -3.18783937e-02       9.210896e-07
# Stocahstic error estimate: 4.171966e-07
#
