#
# Mean: 5.69140188e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69140188e-01       2.341398e-05
      2              500       5.69140188e-01       2.822957e-05
      5              200       5.69140188e-01       3.300000e-05
     10              100       5.69140188e-01       3.858322e-05
     20               50       5.69140188e-01       3.694924e-05
     50               20       5.69140188e-01       3.729860e-05
    100               10       5.69140188e-01       3.964199e-05
    200                5       5.69140188e-01       4.627126e-05
    300                3       5.69134459e-01       3.267858e-05
    400                2       5.69134196e-01       5.442367e-05
# Stocahstic error estimate: 3.858322e-05
#
