#
# Mean: -2.43685931e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43685931e-02       1.054056e-07
      2              500       -2.43685931e-02       1.436461e-07
      5              200       -2.43685931e-02       2.102979e-07
     10              100       -2.43685931e-02       2.736894e-07
     20               50       -2.43685931e-02       3.461911e-07
     50               20       -2.43685931e-02       4.240283e-07
    100               10       -2.43685931e-02       5.004573e-07
    200                5       -2.43685931e-02       6.538665e-07
    300                3       -2.43684081e-02       5.912874e-07
    400                2       -2.43682258e-02       7.018489e-07
# Stocahstic error estimate: 6.538665e-07
#
